timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-24T14:28:50,codecarbon,84a5fe39-e7cb-4b0d-a397-87db200c2e84,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.019125699996948242,9.163785244726833e-09,4.791346327814949e-07,42.5,0.0,10.0,1.384106942471893e-07,0.0,2.511444440137388e-08,1.6352513864856318e-07,0.0,France,FRA,,,,Windows-11-10.0.26100-SP0,3.13.9,3.2.1,16,13th Gen Intel(R) Core(TM) i7-13620H,1,1 x NVIDIA GeForce RTX 4060 Laptop GPU,2.3387,48.8582,15.711467742919922,machine,0,0,0,0,N,1.0,0.0
